Product ID,Name,Category,Price,Demand
506,Sunglasses,Fashion,336.55,Medium
507,Sofa,Furniture,1727.37,Medium
508,Watch,Fashion,268.87,High
509,Vacuum Cleaner,Home Appliances,1782.15,High
510,Bed,Furniture,1457.53,Low
511,Watch,Fashion,41.34,Medium
512,Air Conditioner,Home Appliances,627.62,High
513,Dumbbells,Fitness,401.31,Medium
514,Desk Lamp,Furniture,1301.67,Medium
515,Jeans,Fashion,638.81,Low
516,Sunglasses,Fashion,1107.32,Low
517,Toothbrush,Personal Care,659.2,High
518,Microwave,Home Appliances,1652.14,Medium
519,Jeans,Fashion,1089.58,High
520,Laptop,Electronics,531.52,High
521,Watch,Fashion,311.76,Medium
522,Bed,Furniture,988.94,High
523,T-Shirt,Fashion,1565.43,Low
524,Jeans,Fashion,638.68,High
525,Desk Lamp,Furniture,1467.02,Medium
526,Toothbrush,Personal Care,67.28,High
527,Dining Table,Furniture,1319.34,High
528,Sofa,Furniture,620.34,High
529,Power Bank,Accessories,1261.02,High
530,Skipping Rope,Fitness,316.97,Medium
531,Headphones,Electronics,856.42,Low
532,Chair,Furniture,10.77,High
533,Laptop Stand,Accessories,111.48,Medium
534,Body Lotion,Personal Care,1941.8,High
535,Wallet,Accessories,990.28,Medium
536,Laptop Stand,Accessories,1779.37,Medium
537,Camera,Electronics,1171.8,High
538,Vacuum Cleaner,Home Appliances,723.2,Medium
539,Body Lotion,Personal Care,825.56,High
540,Backpack,Accessories,1377.98,Medium
541,Blender,Home Appliances,1327.83,High
542,Yoga Mat,Fitness,1114.37,Medium
543,Vacuum Cleaner,Home Appliances,38.55,Low
544,Headphones,Electronics,545.73,Low
545,Smartphone,Electronics,277.94,Low
546,Body Lotion,Personal Care,1786.1,Low
547,Vacuum Cleaner,Home Appliances,592.96,Low
548,Blender,Home Appliances,481.55,High
549,Smartphone,Electronics,651.58,Low
550,Yoga Mat,Fitness,450.9,Low
551,Jacket,Fashion,1934.65,High
552,Tablet,Electronics,503.56,High
553,Coffee Maker,Home Appliances,572.92,Medium
554,Dining Table,Furniture,1900.87,Low
555,Bed,Furniture,1012.19,High
556,Watch,Fashion,1991.35,Medium
557,Dumbbells,Fitness,1875.74,Low
558,Body Lotion,Personal Care,416.72,Low
559,Belt,Accessories,1240.44,High
560,Dining Table,Furniture,1624.41,Medium
561,Sofa,Furniture,330.78,Medium
562,Power Bank,Accessories,281.5,Low
563,Body Lotion,Personal Care,858.92,Medium
564,Jeans,Fashion,1168.91,Low
565,Belt,Accessories,807.49,Medium
566,Perfume,Personal Care,1563.91,Low
567,Microwave,Home Appliances,1815.37,High
568,Dining Table,Furniture,1273.99,High
569,Chair,Furniture,1356.45,Medium
570,Body Lotion,Personal Care,484.4,High
571,Headphones,Electronics,1280.67,Medium
572,Bed,Furniture,758.33,Medium
573,Blender,Home Appliances,506.9,Medium
574,Headphones,Electronics,1141.65,Low
575,Coffee Maker,Home Appliances,1453.95,Low
576,Microwave,Home Appliances,1247.74,High
577,Dumbbells,Fitness,677.11,High
578,Body Lotion,Personal Care,833.73,Low
579,Perfume,Personal Care,1760.91,Medium
580,Handbag,Fashion,665.94,Medium
581,Blender,Home Appliances,683.3,Low
582,Coffee Maker,Home Appliances,1180.07,Low
583,Headphones,Electronics,241.81,High
584,Smartwatch,Electronics,653.33,High
585,Power Bank,Accessories,1568.64,Medium
586,Power Bank,Accessories,653.09,High
587,Bed,Furniture,355.14,Medium
588,Backpack,Accessories,1452.95,High
589,Dining Table,Furniture,688.06,Medium
590,Gaming Console,Electronics,1869.36,High
591,Desk Lamp,Furniture,1847.23,Low
592,Sunglasses,Fashion,316.96,Low
593,Air Conditioner,Home Appliances,619.9,High
594,Dumbbells,Fitness,566.44,Low
595,Chair,Furniture,611.98,High
596,Tablet,Electronics,1463.45,Medium
597,Hair Dryer,Personal Care,1349.37,Low
598,Belt,Accessories,1306.9,High
599,Backpack,Accessories,538.08,High
600,Microwave,Home Appliances,1969.13,High
601,Coffee Maker,Home Appliances,879.26,Low
602,Smartwatch,Electronics,1050.94,Low
603,Yoga Mat,Fitness,504.61,High
604,Belt,Accessories,811.76,High
605,Hair Dryer,Personal Care,1294.54,High
606,Coffee Maker,Home Appliances,648.12,Medium
607,Gaming Console,Electronics,1541.61,High
608,Sofa,Furniture,500.47,Low
609,Power Bank,Accessories,453.85,High
610,Desk Lamp,Furniture,255.65,High
611,Jacket,Fashion,521.26,High
612,Handbag,Fashion,282.54,Low
613,Wallet,Accessories,461.1,Medium
614,Hair Dryer,Personal Care,1182.25,Low
615,Perfume,Personal Care,32.71,Medium
616,Smartphone,Electronics,798.48,Medium
617,Toothbrush,Personal Care,877.0,Low
618,T-Shirt,Fashion,315.73,Low
619,Camera,Electronics,1002.71,Medium
620,Sofa,Furniture,1591.08,High
621,Jeans,Fashion,817.69,Low
622,Belt,Accessories,802.15,High
623,Sneakers,Fashion,11.5,Low
624,Gaming Console,Electronics,290.45,High
625,Blender,Home Appliances,900.41,Medium
626,Blender,Home Appliances,1468.71,High
627,Belt,Accessories,1084.02,Medium
628,Exercise Bike,Fitness,1463.51,Low
629,Body Lotion,Personal Care,1669.41,Medium
630,Smartphone,Electronics,1745.04,Medium
631,Blender,Home Appliances,1557.7,Medium
632,Blender,Home Appliances,1299.96,High
633,Toothbrush,Personal Care,340.55,High
634,Exercise Bike,Fitness,1392.58,High
635,Dumbbells,Fitness,1011.67,High
636,Skipping Rope,Fitness,85.93,Medium
637,Yoga Mat,Fitness,654.92,High
638,Yoga Mat,Fitness,1041.57,Low
639,Backpack,Accessories,1490.38,High
640,Desk Lamp,Furniture,1927.46,High
641,Skipping Rope,Fitness,1261.42,High
642,Vacuum Cleaner,Home Appliances,1713.74,Low
643,Microwave,Home Appliances,138.17,High
644,Hair Dryer,Personal Care,120.33,High
645,Body Lotion,Personal Care,859.32,Medium
646,Yoga Mat,Fitness,1233.66,Low
647,Backpack,Accessories,1917.48,Medium
648,Jeans,Fashion,1731.95,Low
649,Yoga Mat,Fitness,1081.4,Low
650,Sunglasses,Fashion,1827.04,Low
651,Skipping Rope,Fitness,1182.36,Medium
652,Exercise Bike,Fitness,960.41,Low
653,Belt,Accessories,468.88,High
654,Body Lotion,Personal Care,1640.01,High
655,Smartphone,Electronics,1485.3,Low
656,Toothbrush,Personal Care,1727.23,Low
657,Desk Lamp,Furniture,1883.01,High
658,Wallet,Accessories,501.83,Low
659,Body Lotion,Personal Care,113.15,Medium
660,Treadmill,Fitness,654.02,Medium
661,Body Lotion,Personal Care,1488.67,High
662,Watch,Fashion,192.96,High
663,Dining Table,Furniture,1367.79,Medium
664,Body Lotion,Personal Care,783.88,Medium
665,Microwave,Home Appliances,491.03,High
666,Perfume,Personal Care,297.53,High
667,Treadmill,Fitness,572.97,Medium
668,Smartwatch,Electronics,1717.8,High
669,Watch,Fashion,1990.17,Medium
670,Power Bank,Accessories,656.89,Low
671,Dining Table,Furniture,484.4,High
672,Microwave,Home Appliances,1941.6,Low
673,Laptop Stand,Accessories,307.73,Medium
674,Sneakers,Fashion,361.49,High
675,Perfume,Personal Care,290.42,Medium
676,Watch,Fashion,469.24,Low
677,Belt,Accessories,838.8,Low
678,Tablet,Electronics,1094.38,Medium
679,Perfume,Personal Care,1324.82,High
680,Toothbrush,Personal Care,1114.0,High
681,Chair,Furniture,788.81,Low
682,Headphones,Electronics,1034.56,Low
683,Laptop Stand,Accessories,888.02,Medium
684,Power Bank,Accessories,100.57,Low
685,Headphones,Electronics,1196.15,Medium
686,Laptop Stand,Accessories,1173.94,Medium
687,Camera,Electronics,1680.0,Medium
688,Backpack,Accessories,1686.03,Low
689,Coffee Maker,Home Appliances,744.57,High
690,Yoga Mat,Fitness,1746.98,Medium
691,Toothbrush,Personal Care,1543.0,Low
692,Toothbrush,Personal Care,958.43,Low
693,Smartwatch,Electronics,491.63,Low
694,Vacuum Cleaner,Home Appliances,102.58,High
695,Gaming Console,Electronics,1328.12,Low
696,Laptop,Electronics,186.7,Medium
697,Gaming Console,Electronics,931.52,Low
698,Laptop Stand,Accessories,1551.45,High
699,Dining Table,Furniture,1017.85,Medium
700,Dumbbells,Fitness,470.66,Low
701,Hair Dryer,Personal Care,170.94,High
702,Jacket,Fashion,361.39,Low
703,Treadmill,Fitness,1398.64,Low
704,Desk Lamp,Furniture,1737.85,Medium
705,Chair,Furniture,171.01,Medium
706,Treadmill,Fitness,539.0,Low
707,Belt,Accessories,518.63,High
708,Microwave,Home Appliances,1699.59,High
709,Bed,Furniture,1566.06,High
710,Tablet,Electronics,1545.5,Low
711,Skipping Rope,Fitness,941.74,High
712,Smartwatch,Electronics,729.91,High
713,Dining Table,Furniture,831.7,Medium
714,Skipping Rope,Fitness,1674.3,High
715,Perfume,Personal Care,1253.72,High
716,Sunglasses,Fashion,406.54,High
717,Laptop Stand,Accessories,613.08,High
718,Headphones,Electronics,828.18,High
719,Vacuum Cleaner,Home Appliances,702.52,Medium
720,Gaming Console,Electronics,114.7,High
721,Dining Table,Furniture,497.25,Low
722,Hair Dryer,Personal Care,1002.33,High
723,Shampoo,Personal Care,1426.63,Low
724,Coffee Maker,Home Appliances,750.56,Medium
725,T-Shirt,Fashion,382.36,High
726,Sneakers,Fashion,851.87,High
727,Microwave,Home Appliances,1512.54,Low
728,Dining Table,Furniture,1736.31,Medium
729,Blender,Home Appliances,1362.41,Low
730,Jeans,Fashion,544.76,High
731,Body Lotion,Personal Care,392.14,Medium
732,Camera,Electronics,736.42,Medium
733,Toothbrush,Personal Care,242.21,High
734,Shampoo,Personal Care,282.42,Low
735,Air Conditioner,Home Appliances,1627.83,High
736,Belt,Accessories,1133.45,Low
737,Camera,Electronics,1536.07,High
738,Chair,Furniture,146.14,High
739,Gaming Console,Electronics,1616.98,High
740,Power Bank,Accessories,266.07,High
741,Blender,Home Appliances,801.62,Low
742,Gaming Console,Electronics,547.99,High
743,Exercise Bike,Fitness,1333.36,High
744,Smartwatch,Electronics,1320.76,High
745,Dining Table,Furniture,527.28,High
746,Laptop Stand,Accessories,24.5,Medium
747,Shampoo,Personal Care,1756.17,Low
748,Hair Dryer,Personal Care,813.06,Low
749,Treadmill,Fitness,1957.8,Medium
750,Jacket,Fashion,1460.01,Low
751,Shampoo,Personal Care,1711.08,Medium
752,Skipping Rope,Fitness,1440.35,Low
753,Smartwatch,Electronics,157.57,Medium
754,Treadmill,Fitness,83.67,Medium
755,Vacuum Cleaner,Home Appliances,1701.78,Medium
756,Air Conditioner,Home Appliances,222.81,Medium
757,Sneakers,Fashion,522.33,Medium
758,Gaming Console,Electronics,736.0,Low
759,Headphones,Electronics,1703.56,Medium
760,Toothbrush,Personal Care,668.24,Low
761,Body Lotion,Personal Care,1049.87,Medium
762,Shampoo,Personal Care,743.83,Low
763,Vacuum Cleaner,Home Appliances,1184.51,Low
764,Coffee Maker,Home Appliances,1476.33,Low
765,Watch,Fashion,798.8,Medium
766,Jacket,Fashion,1070.47,Medium
767,T-Shirt,Fashion,528.99,High
768,Sofa,Furniture,1705.61,High
769,Shampoo,Personal Care,999.4,Medium
770,Chair,Furniture,838.96,Medium
771,Headphones,Electronics,924.21,Low
772,Power Bank,Accessories,287.87,Medium
773,Sofa,Furniture,1158.6,High
774,Hair Dryer,Personal Care,840.56,Medium
775,Laptop Stand,Accessories,430.04,Medium
776,Tablet,Electronics,1080.37,Low
777,Bed,Furniture,353.32,High
778,Jeans,Fashion,1002.3,Medium
779,Laptop,Electronics,1290.14,Low
780,Watch,Fashion,1933.92,High
781,Toothbrush,Personal Care,859.86,Low
782,Desk Lamp,Furniture,1423.11,High
783,Tablet,Electronics,895.21,Low
784,Body Lotion,Personal Care,204.83,Medium
785,Backpack,Accessories,1742.12,Medium
786,Dining Table,Furniture,1563.86,Medium
787,Body Lotion,Personal Care,1601.49,Low
788,Power Bank,Accessories,1298.58,Medium
789,Jacket,Fashion,1638.74,Low
790,Backpack,Accessories,643.14,High
791,Laptop Stand,Accessories,1621.63,Medium
792,Skipping Rope,Fitness,1379.65,Low
793,Bed,Furniture,295.03,Medium
794,Toothbrush,Personal Care,1191.24,Medium
795,Microwave,Home Appliances,88.61,High
796,Dining Table,Furniture,1556.53,Medium
797,Vacuum Cleaner,Home Appliances,553.79,High
798,Desk Lamp,Furniture,1800.92,Low
799,Backpack,Accessories,1968.16,Medium
800,Jeans,Fashion,1309.87,High
801,Coffee Maker,Home Appliances,1239.43,Low
802,Smartphone,Electronics,1665.39,Low
803,Hair Dryer,Personal Care,991.83,Medium
804,Skipping Rope,Fitness,374.55,Medium
805,Wallet,Accessories,293.3,Medium
806,Desk Lamp,Furniture,1056.57,High
807,Handbag,Fashion,1789.2,Low
808,Desk Lamp,Furniture,1627.56,Low
809,Vacuum Cleaner,Home Appliances,162.36,Low
810,Camera,Electronics,212.01,Medium
811,Body Lotion,Personal Care,938.91,Low
812,Blender,Home Appliances,1082.61,High
813,Handbag,Fashion,240.3,Low
814,Sunglasses,Fashion,1119.33,Medium
815,Air Conditioner,Home Appliances,1951.22,Low
816,Exercise Bike,Fitness,1523.61,Medium
817,Vacuum Cleaner,Home Appliances,1838.96,Low
818,Laptop Stand,Accessories,220.0,Low
819,Sneakers,Fashion,1544.82,Medium
820,Treadmill,Fitness,959.61,High
821,Dining Table,Furniture,1733.85,High
822,Skipping Rope,Fitness,1821.4,Low
823,Wallet,Accessories,851.14,Low
824,Power Bank,Accessories,433.1,Low
825,Body Lotion,Personal Care,380.24,High
826,Treadmill,Fitness,192.35,Medium
827,Smartphone,Electronics,1653.94,Medium
828,Wallet,Accessories,852.3,Medium
829,Yoga Mat,Fitness,1287.08,Low
830,Sunglasses,Fashion,334.61,Medium
831,Blender,Home Appliances,1639.53,Medium
832,Shampoo,Personal Care,1703.86,High
833,Toothbrush,Personal Care,1830.35,Low
834,Watch,Fashion,1747.24,Medium
835,Bed,Furniture,1106.35,Low
836,Bed,Furniture,521.78,High
837,Treadmill,Fitness,829.02,Medium
838,Body Lotion,Personal Care,1317.43,Medium
839,T-Shirt,Fashion,1048.56,Low
840,Dining Table,Furniture,842.59,Medium
841,Air Conditioner,Home Appliances,1734.6,Medium
842,Wallet,Accessories,805.75,Low
843,Toothbrush,Personal Care,691.21,Medium
844,Yoga Mat,Fitness,625.69,Medium
845,Treadmill,Fitness,541.64,Medium
846,Bed,Furniture,196.39,Low
847,Skipping Rope,Fitness,1237.09,Medium
848,Toothbrush,Personal Care,863.36,High
849,Perfume,Personal Care,1044.08,Medium
850,Belt,Accessories,1305.93,Low
851,Backpack,Accessories,1641.29,High
852,Shampoo,Personal Care,271.7,High
853,Tablet,Electronics,305.45,High
854,Perfume,Personal Care,1800.65,Low
855,Dumbbells,Fitness,1782.12,Medium
856,Chair,Furniture,861.63,High
857,Air Conditioner,Home Appliances,734.38,High
858,Exercise Bike,Fitness,1024.19,Medium
859,Handbag,Fashion,424.14,High
860,Toothbrush,Personal Care,270.51,High
861,Dining Table,Furniture,333.77,Medium
862,Handbag,Fashion,455.68,Low
863,Coffee Maker,Home Appliances,146.05,High
864,Desk Lamp,Furniture,1877.53,Medium
865,Sofa,Furniture,843.92,High
866,Dining Table,Furniture,1506.3,High
867,Power Bank,Accessories,966.74,Low
868,Treadmill,Fitness,310.37,Medium
869,Laptop,Electronics,459.92,Low
870,Toothbrush,Personal Care,471.59,High
871,Skipping Rope,Fitness,816.68,High
872,Blender,Home Appliances,482.56,Low
873,Gaming Console,Electronics,850.06,Low
874,Power Bank,Accessories,1772.31,High
875,Belt,Accessories,818.89,Medium
876,Sofa,Furniture,270.32,High
877,Chair,Furniture,574.28,Low
878,Hair Dryer,Personal Care,1062.94,Medium
879,Backpack,Accessories,1009.87,Low
880,Sofa,Furniture,1269.73,High
881,Hair Dryer,Personal Care,1950.25,Medium
882,Toothbrush,Personal Care,552.76,Medium
883,Jacket,Fashion,704.78,Medium
884,Exercise Bike,Fitness,1662.45,Medium
885,Shampoo,Personal Care,1573.41,High
886,Camera,Electronics,516.57,Medium
887,Bed,Furniture,1856.25,Low
888,Coffee Maker,Home Appliances,1722.73,Medium
889,Bed,Furniture,1866.11,Medium
890,Handbag,Fashion,546.06,Low
891,Desk Lamp,Furniture,972.12,High
892,Belt,Accessories,152.52,High
893,Watch,Fashion,544.08,Medium
894,Vacuum Cleaner,Home Appliances,762.66,Low
895,Wallet,Accessories,730.8,Medium
896,Hair Dryer,Personal Care,273.37,Medium
897,Air Conditioner,Home Appliances,1303.21,High
898,Smartphone,Electronics,1781.9,Medium
899,Treadmill,Fitness,1511.1,Low
900,Treadmill,Fitness,641.38,Medium
901,Laptop Stand,Accessories,708.18,High
902,Jeans,Fashion,1194.54,Medium
903,Perfume,Personal Care,684.58,High
904,Power Bank,Accessories,144.57,High
905,Blender,Home Appliances,1943.12,High
906,Laptop Stand,Accessories,1245.48,High
907,Dining Table,Furniture,64.36,Medium
908,Microwave,Home Appliances,1140.51,Low
909,Wallet,Accessories,472.91,High
910,Laptop Stand,Accessories,1383.3,Medium
911,Microwave,Home Appliances,953.96,High
912,Microwave,Home Appliances,1789.27,High
913,Air Conditioner,Home Appliances,1911.99,Low
914,Tablet,Electronics,1911.39,High
915,Laptop,Electronics,1069.5,Low
916,Tablet,Electronics,1926.39,High
917,Treadmill,Fitness,1182.07,Low
918,Body Lotion,Personal Care,587.01,High
919,T-Shirt,Fashion,1492.7,Low
920,Dining Table,Furniture,534.56,High
921,Headphones,Electronics,1949.76,Medium
922,Laptop,Electronics,148.57,Low
923,Belt,Accessories,1984.03,Medium
924,Treadmill,Fitness,1089.0,Low
925,Bed,Furniture,102.23,Medium
926,Exercise Bike,Fitness,1954.43,Medium
927,Blender,Home Appliances,735.79,High
928,Backpack,Accessories,1846.0,High
929,Smartphone,Electronics,1461.6,Medium
930,Skipping Rope,Fitness,1306.32,High
931,Sofa,Furniture,194.83,Medium
932,Perfume,Personal Care,796.08,Low
933,Coffee Maker,Home Appliances,1434.36,High
934,Sunglasses,Fashion,1674.84,Medium
935,Jeans,Fashion,1864.87,Low
936,Air Conditioner,Home Appliances,1487.41,Medium
937,Body Lotion,Personal Care,1981.26,High
938,Treadmill,Fitness,53.1,Medium
939,Laptop Stand,Accessories,1014.67,High
940,Air Conditioner,Home Appliances,1499.86,Medium
941,Sofa,Furniture,1998.74,High
942,Tablet,Electronics,420.07,Medium
943,Smartphone,Electronics,1574.32,Medium
944,Chair,Furniture,1280.81,Low
945,Shampoo,Personal Care,1388.39,Medium
946,Laptop Stand,Accessories,1954.86,High
947,Desk Lamp,Furniture,912.2,High
948,Bed,Furniture,1125.34,Low
949,Body Lotion,Personal Care,1740.85,High
950,Laptop,Electronics,1585.92,Medium
951,Microwave,Home Appliances,1465.48,High
952,Skipping Rope,Fitness,1767.56,Low
953,Dining Table,Furniture,629.7,Medium
954,Sneakers,Fashion,269.69,Medium
955,Laptop Stand,Accessories,173.64,Low
956,Sunglasses,Fashion,1651.03,Medium
957,Microwave,Home Appliances,876.18,Medium
958,Smartwatch,Electronics,1802.29,Low
959,Sofa,Furniture,1001.96,Medium
960,Chair,Furniture,1459.27,High
961,Smartwatch,Electronics,1090.68,High
962,Chair,Furniture,1703.88,Medium
963,Headphones,Electronics,1195.88,Medium
964,Treadmill,Fitness,1623.48,Low
965,Sofa,Furniture,1885.96,Low
966,Treadmill,Fitness,674.69,Low
967,Coffee Maker,Home Appliances,1586.38,Low
968,Power Bank,Accessories,339.03,Low
969,Coffee Maker,Home Appliances,1440.67,Medium
970,Air Conditioner,Home Appliances,575.52,Medium
971,Hair Dryer,Personal Care,1153.41,Medium
972,Smartwatch,Electronics,839.09,Medium
973,Skipping Rope,Fitness,1424.92,Low
974,T-Shirt,Fashion,1875.64,Low
975,Power Bank,Accessories,1591.91,High
976,Headphones,Electronics,537.75,Low
977,Hair Dryer,Personal Care,1707.73,Low
978,Smartwatch,Electronics,1038.18,Medium
979,Camera,Electronics,1659.12,High
980,Dining Table,Furniture,695.25,Medium
981,Power Bank,Accessories,1347.67,Low
982,Tablet,Electronics,549.91,High
983,Jeans,Fashion,141.86,Low
984,Tablet,Electronics,205.51,High
985,Sunglasses,Fashion,1435.9,High
986,Laptop,Electronics,46.67,High
987,Wallet,Accessories,1648.84,High
988,Backpack,Accessories,1966.61,Medium
989,Perfume,Personal Care,1982.96,Low
990,Watch,Fashion,112.98,Low
991,Exercise Bike,Fitness,297.92,Low
992,Gaming Console,Electronics,1088.7,Low
993,Wallet,Accessories,1708.42,High
994,Camera,Electronics,163.53,Low
995,T-Shirt,Fashion,1545.26,High
996,Sofa,Furniture,505.36,High
997,Dumbbells,Fitness,1765.4,Medium
998,Yoga Mat,Fitness,1558.6,Medium
999,Sofa,Furniture,1034.91,Medium
1000,Dumbbells,Fitness,361.85,Low
